make,model,vehicle_style,year,engine_hp,msrp,hp_per_1000$
FIAT,500X,"4dr SUV",2017,180,25235,7.13
Cadillac,"ATS Coupe",Coupe,2017,335,46995,7.13
Cadillac,ATS,Sedan,2017,335,46995,7.13
Oldsmobile,Aurora,Sedan,2002,250,35085,7.13
Subaru,Baja,"Crew Cab Pickup",2005,165,23145,7.13
Mercedes-Benz,C-Class,Sedan,2016,362,50800,7.13
Toyota,"Camry Solara",Convertible,2007,210,29460,7.13
Chevrolet,Corvette,Convertible,2016,455,63855,7.13
Chevrolet,Cruze,Sedan,2017,153,21450,7.13
Dodge,Durango,"4dr SUV",2017,295,41395,7.13
Honda,Element,"4dr SUV",2009,166,23270,7.13
Toyota,Venza,Wagon,2013,268,37570,7.13
Volvo,XC60,"4dr SUV",2015,302,42350,7.13
Volvo,XC70,Wagon,2015,300,42050,7.13
Volvo,V70,Wagon,2009,235,32900,7.14
Suzuki,Vitara,"4dr SUV",2002,127,17799,7.14
Toyota,Yaris,"2dr Hatchback",2015,106,14845,7.14
Mitsubishi,Endeavor,"4dr SUV",2010,225,31499,7.14
Ford,Flex,Wagon,2017,287,40180,7.14
Ford,Freestyle,Wagon,2005,203,28440,7.14
HUMMER,H3T,"Crew Cab Pickup",2010,239,33485,7.14
Infiniti,I30,Sedan,2001,227,31790,7.14
Scion,iM,"4dr Hatchback",2016,137,19200,7.14
Lincoln,"Mark LT","Crew Cab Pickup",2008,300,42015,7.14
Mitsubishi,"Montero Sport","4dr SUV",2002,197,27607,7.14
Mitsubishi,"Montero Sport","4dr SUV",2003,197,27607,7.14
Nissan,Pathfinder,"4dr SUV",2016,260,36410,7.14
Mitsubishi,Raider,"Crew Cab Pickup",2009,210,29425,7.14
Acura,RDX,"4dr SUV",2016,279,39070,7.14
Honda,Ridgeline,"Crew Cab Pickup",2013,250,35030,7.14
Nissan,Rogue,"4dr SUV",2017,170,23820,7.14
Toyota,Sequoia,"4dr SUV",2015,381,53355,7.14
Chevrolet,"Silverado 1500","Crew Cab Pickup",2016,355,49740,7.14
Chevrolet,Suburban,"4dr SUV",2016,355,49700,7.14
Ford,"Transit Connect","Cargo Minivan",2016,169,23675,7.14
Ford,"Transit Connect","Cargo Minivan",2016,169,23675,7.14
Mazda,Truck,"Extended Cab Pickup",2002,147,20575,7.14
Hyundai,Tucson,"4dr SUV",2015,180,25200,7.14
Toyota,4Runner,"4dr SUV",2015,270,37825,7.14
Oldsmobile,Alero,Sedan,2002,140,19605,7.14
Volkswagen,"Beetle Convertible",Convertible,2014,210,29395,7.14
Volkswagen,"Beetle Convertible",Convertible,2014,210,29395,7.14
Toyota,"Camry Hybrid",Sedan,2015,200,27995,7.14
Toyota,"Camry Hybrid",Sedan,2016,200,27995,7.14
Toyota,"Camry Hybrid",Sedan,2017,200,27995,7.14
Honda,Civic,Sedan,2015,143,20040,7.14
Honda,Civic,Sedan,2017,158,22140,7.14
Toyota,Corolla,Sedan,2017,132,18500,7.14
Chevrolet,Corvette,Convertible,2016,460,64400,7.14
Chevrolet,Corvette,Convertible,2017,460,64450,7.14
Dodge,Durango,"4dr SUV",2016,295,41295,7.14
Honda,Accord,Coupe,2017,185,25875,7.15
Nissan,Altima,Sedan,2016,182,25460,7.15
Honda,Civic,Sedan,2015,143,19990,7.15
Dodge,Dakota,"Crew Cab Pickup",2009,210,29355,7.15
Dodge,Dakota,"Crew Cab Pickup",2009,210,29355,7.15
Ford,Expedition,"4dr SUV",2016,365,51070,7.15
Volkswagen,GTI,"4dr Hatchback",2012,200,27975,7.15
Volkswagen,GTI,"4dr Hatchback",2012,200,27975,7.15
Mitsubishi,Lancer,Sedan,2016,168,23495,7.15
Pontiac,Montana,"Passenger Minivan",2004,185,25885,7.15
Volkswagen,"New Beetle","2dr Hatchback",2008,150,20990,7.15
Volkswagen,"New Beetle","2dr Hatchback",2008,150,20990,7.15
Volkswagen,"New Beetle","2dr Hatchback",2008,150,20990,7.15
Volkswagen,"New Beetle","2dr Hatchback",2008,150,20990,7.15
Lexus,"RC 350",Coupe,2015,306,42790,7.15
Lexus,"RC 350",Coupe,2016,306,42780,7.15
GMC,"Sierra 1500","Crew Cab Pickup",2015,355,49665,7.15
GMC,"Sierra 1500","Crew Cab Pickup",2017,285,39870,7.15
Chevrolet,"Silverado 1500 Hybrid","Crew Cab Pickup",2012,332,46420,7.15
Acura,TSX,Sedan,2013,280,39150,7.15
Infiniti,Q50,Sedan,2016,300,41900,7.16
Nissan,Sentra,Sedan,2016,130,18160,7.16
Volkswagen,"Touareg 2","4dr SUV",2009,350,48900,7.16
Chevrolet,Tracker,"Convertible SUV",2003,127,17730,7.16
Chrysler,200,Sedan,2016,184,25690,7.16
Chrysler,200,Sedan,2017,184,25690,7.16
FIAT,500X,"4dr SUV",2016,180,25135,7.16
FIAT,500X,"4dr SUV",2017,180,25135,7.16
Saab,9-3,Sedan,2010,207,28900,7.16
Honda,"Accord Hybrid",Sedan,2017,212,29605,7.16
Honda,Accord,Sedan,2015,185,25830,7.16
Cadillac,"ATS Coupe",Coupe,2015,272,37995,7.16
Cadillac,"ATS Coupe",Coupe,2016,272,37995,7.16
Lincoln,Aviator,"4dr SUV",2003,302,42175,7.16
Mercedes-Benz,C-Class,Coupe,2015,451,62950,7.16
GMC,Canyon,"Extended Cab Pickup",2015,200,27935,7.16
Chevrolet,"Captiva Sport","4dr SUV",2014,180,25145,7.16
Chevrolet,"Captiva Sport","4dr SUV",2015,180,25155,7.16
Chevrolet,Colorado,"Crew Cab Pickup",2016,200,27920,7.16
Honda,CR-V,"4dr SUV",2016,185,25845,7.16
Mazda,CX-7,"4dr SUV",2010,161,22490,7.16
Ford,"E-Series Van","Cargo Van",2014,225,31420,7.16
Ford,"E-Series Wagon","Passenger Van",2012,255,35620,7.16
Volvo,V60,Wagon,2015,325,45400,7.16
Chrysler,Voyager,"Passenger Minivan",2003,150,20960,7.16
Ford,Escape,"4dr SUV",2015,168,23450,7.16
Ford,F-150,"Crew Cab Pickup",2016,385,53775,7.16
Ford,Freestyle,Wagon,2006,203,28355,7.16
Pontiac,"Grand Am",Sedan,2004,140,19555,7.16
HUMMER,H3,"4dr SUV",2010,239,33390,7.16
Nissan,Juke,"4dr Hatchback",2016,215,30020,7.16
Mitsubishi,Outlander,"4dr SUV",2015,166,23195,7.16
Ford,F-150,"Crew Cab Pickup",2017,385,53704,7.17
Nissan,Frontier,"Crew Cab Pickup",2017,261,36410,7.17
Volkswagen,GTI,"2dr Hatchback",2013,200,27895,7.17
Volkswagen,GTI,"2dr Hatchback",2013,200,27895,7.17
Subaru,Impreza,Sedan,2017,152,21195,7.17
Volkswagen,Jetta,Sedan,2015,210,29280,7.17
Volkswagen,Jetta,Sedan,2015,210,29280,7.17
Volkswagen,Jetta,Sedan,2016,210,29280,7.17
Volkswagen,Jetta,Sedan,2016,210,29280,7.17
Buick,LaCrosse,Sedan,2017,310,43265,7.17
Lincoln,LS,Sedan,2004,232,32370,7.17
Pontiac,Montana,"Passenger Minivan",2003,185,25815,7.17
Pontiac,Montana,"Passenger Minivan",2005,200,27890,7.17
Toyota,Celica,"2dr Hatchback",2004,140,19535,7.17
Honda,Civic,Sedan,2016,158,22040,7.17
Chevrolet,Corvette,Coupe,2015,460,64160,7.17
Dodge,Dakota,"Crew Cab Pickup",2010,210,29275,7.17
Dodge,Dakota,"Crew Cab Pickup",2010,210,29275,7.17
Infiniti,"Q60 Coupe",Coupe,2014,330,46050,7.17
Infiniti,"Q60 Coupe",Coupe,2015,330,46050,7.17
Hyundai,"Santa Fe","4dr SUV",2017,290,40450,7.17
Toyota,Tacoma,"Crew Cab Pickup",2017,278,38795,7.17
Suzuki,XL-7,"4dr SUV",2004,185,25799,7.17
Suzuki,XL-7,"4dr SUV",2005,185,25799,7.17
Hyundai,Veracruz,"4dr SUV",2012,260,36195,7.18
Ford,Windstar,"Passenger Minivan",2003,200,27870,7.18
Volvo,XC70,Wagon,2015,300,41800,7.18
Toyota,4Runner,"4dr SUV",2014,270,37615,7.18
Saab,9-2X,Wagon,2005,165,22990,7.18
Chevrolet,"Black Diamond Avalanche","Crew Cab Pickup",2013,320,44580,7.18
Toyota,"Camry Solara",Coupe,2006,157,21855,7.18
Chevrolet,Classic,Sedan,2004,140,19505,7.18
Suzuki,Forenza,Wagon,2008,127,17689,7.18
Pontiac,G6,Convertible,2008,217,30210,7.18
Volkswagen,"Golf GTI","2dr Hatchback",2016,220,30620,7.18
Volkswagen,GTI,"2dr Hatchback",2012,200,27845,7.18
Volkswagen,GTI,"2dr Hatchback",2012,200,27845,7.18
Acura,ILX,Sedan,2017,201,27990,7.18
Volkswagen,Jetta,Sedan,2017,150,20895,7.18
Mercedes-Benz,Metris,"Cargo Minivan",2016,208,28950,7.18
Nissan,Pathfinder,"4dr SUV",2015,260,36210,7.18
Volkswagen,Routan,"Passenger Minivan",2011,283,39390,7.18
Volvo,S60,Sedan,2015,250,34800,7.18
Chrysler,Sebring,Convertible,2008,235,32715,7.18
Chrysler,Sebring,Convertible,2010,235,32710,7.18
Kia,Sorento,"4dr SUV",2017,290,40400,7.18
Kia,Sportage,"4dr SUV",2016,182,25350,7.18
Cadillac,SRX,"4dr SUV",2014,308,42880,7.18
Ford,"Transit Wagon","Passenger Van",2016,275,38285,7.18
Acura,RSX,"2dr Hatchback",2005,160,22250,7.19
GMC,Safari,"Passenger Minivan",2005,190,26430,7.19
Hyundai,Sonata,Sedan,2016,245,34075,7.19
Kia,Sportage,"4dr SUV",2015,182,25300,7.19
Ford,"Transit Wagon","Passenger Van",2016,275,38270,7.19
Nissan,350Z,Convertible,2009,306,42570,7.19
Mazda,626,Sedan,2001,165,22935,7.19
Honda,Accord,Coupe,2016,185,25725,7.19
Honda,Accord,Sedan,2017,185,25730,7.19
Chevrolet,Astro,"Passenger Minivan",2005,190,26430,7.19
Cadillac,ATS,Sedan,2015,321,44660,7.19
Oldsmobile,Aurora,Sedan,2001,250,34794,7.19
Volkswagen,Beetle,"2dr Hatchback",2015,210,29215,7.19
Volkswagen,Beetle,"2dr Hatchback",2015,210,29215,7.19
Mercedes-Benz,C-Class,Sedan,2016,469,65250,7.19
Mercedes-Benz,C-Class,Sedan,2017,469,65200,7.19
Chevrolet,Corvette,Convertible,2015,460,64000,7.19
Mazda,CX-5,"4dr SUV",2015,155,21545,7.19
Buick,Verano,Sedan,2015,180,25020,7.19
Ford,"Five Hundred",Sedan,2006,203,28230,7.19
Ford,Freestyle,Wagon,2005,203,28240,7.19
Infiniti,FX35,"4dr SUV",2009,303,42150,7.19
HUMMER,H3,"4dr SUV",2009,300,41705,7.19
HUMMER,H3,"4dr SUV",2010,300,41705,7.19
Volkswagen,Jetta,Sedan,2015,170,23650,7.19
Volkswagen,Jetta,Sedan,2015,170,23650,7.19
Volkswagen,Jetta,Sedan,2016,170,23650,7.19
Volkswagen,Jetta,Sedan,2016,170,23650,7.19
Infiniti,M56,Sedan,2011,420,58450,7.19
Lincoln,"Mark LT","Crew Cab Pickup",2008,300,41715,7.19
Ford,F-150,"Crew Cab Pickup",2016,385,53475,7.2
Subaru,Forester,"4dr SUV",2017,170,23595,7.2
Ford,Fusion,Sedan,2016,175,24320,7.2
Volkswagen,GLI,Sedan,2012,200,27795,7.2
Volkswagen,GLI,Sedan,2012,200,27795,7.2
Acura,ILX,Sedan,2016,201,27900,7.2
Chevrolet,Impala,Sedan,2016,195,27095,7.2
Chevrolet,Impala,Sedan,2016,195,27095,7.2
Mitsubishi,"Montero Sport","4dr SUV",2003,165,22907,7.2
Chrysler,300,Sedan,2015,292,40570,7.2
Mazda,3,"4dr Hatchback",2015,184,25545,7.2
Oldsmobile,Aurora,Sedan,2003,250,34725,7.2
Volkswagen,Beetle,"2dr Hatchback",2015,170,23605,7.2
Volkswagen,Beetle,"2dr Hatchback",2015,170,23605,7.2
Lincoln,Continental,Sedan,2002,275,38185,7.2
Chevrolet,Corvette,Convertible,2015,455,63160,7.2
Chevrolet,"Cruze Limited",Sedan,2016,138,19165,7.2
Chevrolet,Cruze,"4dr Hatchback",2017,153,21240,7.2
Cadillac,"CTS Wagon",Wagon,2012,318,44190,7.2
Cadillac,"CTS Wagon",Wagon,2013,318,44190,7.2
Cadillac,"CTS Wagon",Wagon,2014,318,44195,7.2
Mazda,CX-9,"4dr SUV",2016,227,31520,7.2
Honda,Pilot,"4dr SUV",2015,250,34720,7.2
Ford,Ranger,"Extended Cab Pickup",2011,143,19855,7.2
Chevrolet,"Silverado 1500","Regular Cab Pickup",2017,285,39580,7.2
Dodge,Stratus,Sedan,2006,150,20825,7.2
Chevrolet,Tahoe,"4dr SUV",2015,355,49300,7.2
Mazda,Tribute,"4dr SUV",2011,171,23740,7.2
Volvo,V60,Wagon,2015,325,45150,7.2
Hyundai,Veracruz,"4dr SUV",2011,260,36095,7.2
BMW,"2 Series",Coupe,2017,335,46450,7.21
Mazda,3,Sedan,2017,155,21495,7.21
Honda,Accord,Sedan,2017,189,26215,7.21
Honda,Accord,Sedan,2017,189,26215,7.21
Toyota,Avalon,Sedan,2015,268,37170,7.21
Mitsubishi,Diamante,Sedan,2002,205,28447,7.21
Mitsubishi,Diamante,Sedan,2003,205,28447,7.21
Ford,"E-Series Wagon","Passenger Van",2012,225,31200,7.21
GMC,"Envoy XL","4dr SUV",2004,275,38120,7.21
Ford,Explorer,"4dr SUV",2015,290,40200,7.21
Ford,F-150,"Crew Cab Pickup",2015,325,45090,7.21
Volkswagen,"Golf GTI","2dr Hatchback",2016,210,29125,7.21
Volkswagen,"Golf R","4dr Hatchback",2017,292,40475,7.21
Chevrolet,Impala,Sedan,2015,195,27060,7.21
Chevrolet,Impala,Sedan,2015,195,27060,7.21
Honda,Passport,"4dr SUV",2002,205,28450,7.21
Honda,Pilot,"4dr SUV",2016,280,38855,7.21
Honda,Pilot,"4dr SUV",2016,280,38855,7.21
Volvo,S60,Sedan,2015,240,33300,7.21
GMC,"Sierra 1500","Crew Cab Pickup",2016,285,39535,7.21
Chevrolet,"Silverado 1500","Crew Cab Pickup",2015,285,39540,7.21
Kia,Sorento,"4dr SUV",2017,240,33300,7.21
Chevrolet,SSR,"Regular Cab Pickup",2004,300,41620,7.21
Chevrolet,Tracker,"4dr SUV",2002,155,21510,7.21
Ford,"Transit Wagon","Passenger Van",2016,275,38120,7.21
Ford,"Transit Wagon","Passenger Van",2017,275,38165,7.21
Chrysler,"PT Cruiser",Wagon,2009,150,20780,7.22
Infiniti,Q50,Sedan,2015,328,45450,7.22
Acura,RSX,"2dr Hatchback",2006,155,21475,7.22
Suzuki,Swift,"2dr Hatchback",2001,79,10949,7.22
Hyundai,Tucson,"4dr SUV",2015,182,25200,7.22
Hyundai,Tucson,"4dr SUV",2016,164,22700,7.22
Hyundai,Tucson,"4dr SUV",2017,164,22700,7.22
Mazda,3,"4dr Hatchback",2016,184,25495,7.22
Subaru,BRZ,Coupe,2015,200,27695,7.22
Subaru,BRZ,Coupe,2016,200,27690,7.22
Chevrolet,"Captiva Sport","4dr SUV",2013,180,24940,7.22
Nissan,Cube,Wagon,2014,122,16900,7.22
Dodge,Dakota,"Extended Cab Pickup",2008,210,29095,7.22
Volvo,XC60,"4dr SUV",2015,300,41550,7.22
Chevrolet,Equinox,"4dr SUV",2016,182,25210,7.22
Ford,Flex,Wagon,2016,287,39750,7.22
Infiniti,"G Sedan",Sedan,2012,328,45450,7.22
Acura,Integra,"2dr Hatchback",2001,140,19400,7.22
Lincoln,"Mark LT","Crew Cab Pickup",2007,300,41525,7.22
Lincoln,MKC,"4dr SUV",2016,240,33260,7.22
Pontiac,Montana,"Passenger Minivan",2005,200,27700,7.22
Mitsubishi,Outlander,"4dr SUV",2016,166,22995,7.22
Ford,"Five Hundred",Sedan,2005,203,28090,7.23
Infiniti,FX35,"4dr SUV",2008,275,38050,7.23
Infiniti,FX,"4dr SUV",2013,325,44950,7.23
Lexus,"IS 300",Sedan,2005,215,29735,7.23
Lexus,"IS 350",Sedan,2015,306,42300,7.23
Mitsubishi,Outlander,"4dr SUV",2016,224,30995,7.23
Mazda,3,"4dr Hatchback",2016,184,25445,7.23
Honda,Accord,Sedan,2016,185,25580,7.23
Toyota,Avalon,Sedan,2016,268,37050,7.23
Infiniti,Q50,Sedan,2017,360,49800,7.23
Toyota,RAV4,"4dr SUV",2016,176,24350,7.23
Chevrolet,"Silverado 1500","Extended Cab Pickup",2015,285,39420,7.23
Kia,Sorento,"4dr SUV",2016,290,40100,7.23
Nissan,Titan,"Crew Cab Pickup",2015,317,43860,7.23
Volkswagen,"Touareg 2","4dr SUV",2008,350,48390,7.23
Ford,"Transit Wagon","Passenger Van",2017,275,38015,7.23
Chevrolet,S-10,"Extended Cab Pickup",2003,120,16570,7.24
Volvo,S40,Sedan,2010,227,31350,7.24
GMC,"Sierra 1500","Crew Cab Pickup",2016,285,39380,7.24
Chevrolet,"Silverado 1500","Crew Cab Pickup",2017,355,49040,7.24
GMC,Sonoma,"Extended Cab Pickup",2003,120,16570,7.24
Chevrolet,Suburban,"4dr SUV",2015,355,49000,7.24
Suzuki,SX4,"4dr Hatchback",2013,148,20449,7.24
Ford,"Transit Connect","Cargo Minivan",2015,169,23330,7.24
Ford,"Transit Connect","Cargo Minivan",2015,169,23330,7.24
Acura,TSX,Sedan,2012,280,38650,7.24
Nissan,Armada,"4dr SUV",2015,317,43810,7.24
Cadillac,"ATS Coupe",Coupe,2017,272,37595,7.24
Subaru,Baja,"Crew Cab Pickup",2004,165,22795,7.24
Chevrolet,Colorado,"Extended Cab Pickup",2015,200,27630,7.24
Toyota,Corolla,Sedan,2017,140,19335,7.24
Honda,CR-V,"4dr SUV",2015,185,25545,7.24
Chevrolet,Cruze,Sedan,2015,138,19065,7.24
Chevrolet,Cruze,Sedan,2016,153,21120,7.24
Cadillac,"CTS Coupe",Coupe,2012,318,43950,7.24
Cadillac,"CTS Coupe",Coupe,2013,318,43950,7.24
Mazda,CX-5,"4dr SUV",2014,155,21395,7.24
Ford,"E-Series Wagon","Passenger Van",2013,255,35245,7.24
Honda,Element,"4dr SUV",2011,166,22935,7.24
Ford,Flex,Wagon,2015,287,39650,7.24
Volkswagen,"Golf GTI","2dr Hatchback",2015,220,30380,7.24
Toyota,Highlander,"4dr SUV",2016,270,37315,7.24
Volkswagen,Jetta,Sedan,2017,210,28995,7.24
Mitsubishi,"Montero Sport","4dr SUV",2002,165,22777,7.24
Volvo,V70,Wagon,2008,235,32465,7.24
Hyundai,Veracruz,"4dr SUV",2010,260,35895,7.24
BMW,"2 Series",Coupe,2016,320,44150,7.25
Mazda,3,"4dr Hatchback",2015,184,25395,7.25
GMC,Acadia,"4dr SUV",2016,281,38755,7.25
Honda,Accord,Sedan,2016,189,26065,7.25
Chevrolet,Astro,"Passenger Minivan",2004,190,26195,7.25
Ford,Edge,"4dr SUV",2016,245,33785,7.25
Ford,Edge,"4dr SUV",2017,245,33785,7.25
GMC,Safari,"Passenger Minivan",2004,190,26195,7.25
Toyota,Sienna,"Passenger Minivan",2017,296,40830,7.25
Mazda,Tribute,"4dr SUV",2010,171,23590,7.25
Hyundai,Tucson,"4dr SUV",2016,175,24150,7.25
Hyundai,Tucson,"4dr SUV",2017,175,24150,7.25
Ford,F-150,"Crew Cab Pickup",2017,385,53135,7.25
Nissan,Frontier,"Extended Cab Pickup",2016,152,20960,7.25
Infiniti,"G Coupe",Coupe,2013,330,45500,7.25
Suzuki,"Grand Vitara","4dr SUV",2011,166,22899,7.25
HUMMER,H3,"4dr SUV",2009,242,33390,7.25
Subaru,Legacy,Sedan,2016,175,24145,7.25
Lincoln,MKC,"4dr SUV",2015,240,33100,7.25
Suzuki,Esteem,Wagon,2002,122,16799,7.26
Volkswagen,EuroVan,"Passenger Minivan",2001,201,27700,7.26
Volkswagen,EuroVan,"Passenger Minivan",2002,201,27700,7.26
Volkswagen,EuroVan,"Passenger Minivan",2003,201,27700,7.26
Honda,Fit,"4dr Hatchback",2017,130,17900,7.26
Buick,Lucerne,Sedan,2009,292,40205,7.26
BMW,"1 Series M",Coupe,2011,335,46135,7.26
Toyota,Celica,"2dr Hatchback",2004,180,24810,7.26
Chevrolet,Colorado,"Extended Cab Pickup",2016,200,27545,7.26
Cadillac,"CTS Coupe",Coupe,2014,318,43795,7.26
Mazda,CX-7,"4dr SUV",2012,161,22190,7.26
Hyundai,Elantra,Sedan,2017,147,20250,7.26
Suzuki,XL-7,"4dr SUV",2004,185,25499,7.26
Suzuki,XL-7,"4dr SUV",2006,185,25499,7.26
Hyundai,"Santa Fe Sport","4dr SUV",2017,265,36500,7.26
Chevrolet,"Silverado 1500","Crew Cab Pickup",2015,285,39240,7.26
Chevrolet,"Silverado 1500","Extended Cab Pickup",2016,285,39275,7.26
Chevrolet,"Silverado 1500","Regular Cab Pickup",2017,285,39280,7.26
Chevrolet,Tracker,"4dr SUV",2004,165,22715,7.26
Ford,"Transit Wagon","Passenger Van",2016,310,42700,7.26
Mazda,Tribute,"4dr SUV",2009,171,23545,7.26
Chevrolet,Uplander,"Passenger Minivan",2007,240,33050,7.26
Acura,RDX,"4dr SUV",2017,279,38370,7.27
Acura,RSX,"2dr Hatchback",2004,160,22000,7.27
Chevrolet,"Silverado 1500","Crew Cab Pickup",2017,285,39185,7.27
Chevrolet,Sonic,"4dr Hatchback",2017,138,18970,7.27
Kia,Sorento,"4dr SUV",2015,290,39900,7.27
Toyota,Tacoma,"Extended Cab Pickup",2015,159,21865,7.27
Chevrolet,Traverse,"4dr SUV",2017,281,38650,7.27
Saab,"9-3 Griffin",Sedan,2012,220,30250,7.27
Saab,9-3,Sedan,2011,210,28900,7.27
Honda,Accord,Coupe,2015,185,25450,7.27
Nissan,Armada,"4dr SUV",2015,317,43600,7.27
Chevrolet,"Cruze Limited",Sedan,2016,138,18970,7.27
Mazda,CX-7,"4dr SUV",2012,244,33540,7.27
Ford,"E-Series Wagon","Passenger Van",2013,255,35085,7.27
Hyundai,"Elantra Touring","4dr Hatchback",2010,138,18995,7.27
Subaru,Forester,"4dr SUV",2016,170,23395,7.27
Volkswagen,"Golf GTI","2dr Hatchback",2015,210,28885,7.27
Suzuki,"Grand Vitara","4dr SUV",2012,166,22849,7.27
BMW,X1,"4dr SUV",2015,240,33000,7.27
Ford,Windstar,"Passenger Minivan",2002,200,27460,7.28
Saab,9-7X,"4dr SUV",2007,300,41190,7.28
Cadillac,ATS,Sedan,2017,335,45995,7.28
Nissan,Cube,Wagon,2013,122,16760,7.28
Lexus,"RC F",Coupe,2017,467,64165,7.28
GMC,"Sierra 1500","Regular Cab Pickup",2017,285,39160,7.28
Chevrolet,"Silverado 1500","Crew Cab Pickup",2017,355,48740,7.28
Kia,Sorento,"4dr SUV",2017,185,25400,7.28
Toyota,Tacoma,"Crew Cab Pickup",2016,278,38180,7.28
Ford,Thunderbird,Convertible,2004,280,38480,7.28
Ford,Fusion,Sedan,2015,175,24035,7.28
Honda,HR-V,"4dr SUV",2017,141,19365,7.28
Volkswagen,"Jetta GLI",Sedan,2014,210,28855,7.28
Volkswagen,"Jetta GLI",Sedan,2014,210,28855,7.28
Lincoln,"Mark LT","Crew Cab Pickup",2007,300,41225,7.28
Toyota,Matrix,"4dr Hatchback",2011,158,21715,7.28
Toyota,Matrix,"4dr Hatchback",2012,158,21715,7.28
Ford,F-150,"Crew Cab Pickup",2015,385,52845,7.29
Ford,F-150,"Crew Cab Pickup",2016,385,52815,7.29
Ford,F-150,"Crew Cab Pickup",2017,385,52835,7.29
Subaru,Forester,"4dr SUV",2017,250,34295,7.29
Subaru,Legacy,Sedan,2017,175,23995,7.29
Lincoln,MKX,"4dr SUV",2016,303,41550,7.29
Lincoln,MKX,"4dr SUV",2017,303,41550,7.29
Nissan,350Z,Convertible,2008,306,41980,7.29
Mazda,6,Sedan,2017,184,25245,7.29
GMC,Acadia,"4dr SUV",2015,281,38555,7.29
Oldsmobile,Alero,Coupe,2004,170,23335,7.29
Subaru,"B9 Tribeca","4dr SUV",2006,250,34295,7.29
Subaru,"B9 Tribeca","4dr SUV",2006,250,34295,7.29
Chrysler,Crossfire,"2dr Hatchback",2007,215,29510,7.29
Honda,Element,"4dr SUV",2009,166,22785,7.29
Ford,Windstar,"Passenger Minivan",2001,200,27435,7.29
Volvo,XC60,"4dr SUV",2015,302,41450,7.29
Nissan,Rogue,"4dr SUV",2016,170,23330,7.29
Volvo,S40,Sedan,2010,227,31150,7.29
Volvo,S40,Sedan,2011,227,31150,7.29
Kia,Sorento,"4dr SUV",2016,240,32900,7.29
Mitsubishi,Raider,"Crew Cab Pickup",2008,210,28780,7.3
Acura,RSX,"2dr Hatchback",2006,155,21225,7.3
Dodge,Stratus,Coupe,2005,147,20135,7.3
Ford,Thunderbird,Convertible,2005,280,38355,7.3
Chevrolet,Traverse,"4dr SUV",2016,281,38505,7.3
BMW,"1 Series",Coupe,2013,230,31500,7.3
BMW,"1 Series",Coupe,2013,230,31500,7.3
Cadillac,ATS,Sedan,2015,272,37245,7.3
Cadillac,ATS,Sedan,2016,272,37245,7.3
Subaru,BRZ,Coupe,2016,200,27395,7.3
Mazda,CX-5,"4dr SUV",2016,184,25215,7.3
Mazda,CX-5,"4dr SUV",2016,184,25215,7.3
Honda,Fit,"4dr Hatchback",2016,130,17800,7.3
Scion,FR-S,Coupe,2014,200,27400,7.3
Volkswagen,"Golf GTI","4dr Hatchback",2016,220,30120,7.3
Volvo,XC60,"4dr SUV",2016,302,41350,7.3
BMW,"2 Series",Coupe,2016,240,32850,7.31
BMW,"2 Series",Coupe,2016,240,32850,7.31
Chrysler,200,Sedan,2015,184,25170,7.31
Toyota,4Runner,"4dr SUV",2016,270,36915,7.31
FIAT,500L,Wagon,2016,160,21880,7.31
FIAT,500X,"4dr SUV",2016,180,24635,7.31
Subaru,"B9 Tribeca","4dr SUV",2006,250,34195,7.31
Subaru,"B9 Tribeca","4dr SUV",2006,250,34195,7.31
Subaru,"B9 Tribeca","4dr SUV",2007,245,33495,7.31
Subaru,"B9 Tribeca","4dr SUV",2007,245,33495,7.31
Honda,Civic,Sedan,2017,174,23800,7.31
Toyota,"Corolla iM","4dr Hatchback",2017,137,18750,7.31
Chrysler,Crossfire,Coupe,2006,330,45170,7.31
Chevrolet,Cruze,Sedan,2015,138,18870,7.31
Mazda,CX-3,"4dr SUV",2016,146,19960,7.31
Mazda,CX-3,"4dr SUV",2017,146,19960,7.31
Ford,Edge,"4dr SUV",2015,245,33495,7.31
Acura,RDX,"4dr SUV",2016,279,38170,7.31
Chevrolet,S-10,"Extended Cab Pickup",2002,190,25990,7.31
Nissan,Sentra,Sedan,2015,130,17780,7.31
GMC,"Sierra 1500 Hybrid","Crew Cab Pickup",2011,332,45425,7.31
GMC,"Sierra 1500","Crew Cab Pickup",2015,285,38965,7.31
Chevrolet,"Silverado 1500","Crew Cab Pickup",2017,285,38980,7.31
Hyundai,Sonata,Sedan,2015,245,33525,7.31
Hyundai,Sonata,Sedan,2015,245,33525,7.31
Suzuki,Esteem,Wagon,2001,122,16699,7.31
Ford,"Explorer Sport","2dr SUV",2002,203,27780,7.31
Ford,Freestyle,Wagon,2007,203,27770,7.31
Mitsubishi,Galant,Sedan,2012,160,21899,7.31
Volkswagen,GTI,"2dr Hatchback",2012,200,27375,7.31
Volkswagen,GTI,"2dr Hatchback",2012,200,27375,7.31
Lexus,"IS 350",Sedan,2014,306,41850,7.31
Volkswagen,"New Beetle","2dr Hatchback",2008,150,20525,7.31
Volkswagen,"New Beetle","2dr Hatchback",2008,150,20525,7.31
Honda,Passport,"4dr SUV",2001,205,28050,7.31
Ford,"Fusion Hybrid",Sedan,2016,188,25675,7.32
Ford,"Fusion Hybrid",Sedan,2017,188,25675,7.32
